verbatimLocality,species,verbatimSex,wgt,datasetname,sex,occurrence_id,eventDate,decimalLongitude,decimalLatitude
4,PB,M,28.0,Ecological Archives E090-118-D1.,male,25943,1997-06-09,31.93889400000041,-109.0804089999964
6,OT,F,25.0,Ecological Archives E090-118-D1.,female,25944,1997-06-09,31.939078000000418,-109.07883599999636
2,DM,M,46.0,Ecological Archives E090-118-D1.,male,25945,1997-06-09,31.938887000000367,-109.0819749999964
3,DO,M,48.0,Ecological Archives E090-118-D1.,male,25946,1997-06-09,31.938896000000383,-109.0812079999964
4,DM,M,52.0,Ecological Archives E090-118-D1.,male,25947,1997-06-09,31.93889400000041,-109.0804089999964
4,DM,F,42.0,Ecological Archives E090-118-D1.,female,25948,1997-06-09,31.93889400000041,-109.0804089999964
24,,F,147.0,Ecological Archives E090-118-D1.,female,25949,1997-06-09,31.93856000000045,-109.07773599999635
3,PB,F,29.0,Ecological Archives E090-118-D1.,female,25950,1997-06-09,31.938896000000383,-109.0812079999964
4,PF,M,9.0,Ecological Archives E090-118-D1.,male,25951,1997-06-09,31.93889400000041,-109.0804089999964
19,PP,F,20.0,Ecological Archives E090-118-D1.,female,25952,1997-06-09,31.937438000000434,-109.07791199999635
6,PB,M,31.0,Ecological Archives E090-118-D1.,male,25953,1997-06-09,31.939078000000418,-109.07883599999636
3,PP,F,19.0,Ecological Archives E090-118-D1.,female,25954,1997-06-09,31.938896000000383,-109.0812079999964
4,PP,M,13.0,Ecological Archives E090-118-D1.,male,25955,1997-06-09,31.93889400000041,-109.0804089999964
19,PP,M,15.0,Ecological Archives E090-118-D1.,male,25956,1997-06-09,31.937438000000434,-109.07791199999635
1,OL,M,16.0,Ecological Archives E090-118-D1.,male,25957,1997-06-09,31.938851000000383,-109.08282899999641
24,PE,F,20.0,Ecological Archives E090-118-D1.,female,25958,1997-06-09,31.93856000000045,-109.07773599999635
4,SS,,,Ecological Archives E090-118-D1.,,25959,1997-06-09,31.93889400000041,-109.0804089999964
3,PF,M,7.0,Ecological Archives E090-118-D1.,male,25960,1997-06-09,31.938896000000383,-109.0812079999964
19,PB,M,31.0,Ecological Archives E090-118-D1.,male,25961,1997-06-09,31.937438000000434,-109.07791199999635
6,PB,F,38.0,Ecological Archives E090-118-D1.,female,25962,1997-06-09,31.939078000000418,-109.07883599999636
19,PP,F,19.0,Ecological Archives E090-118-D1.,female,25963,1997-06-09,31.937438000000434,-109.07791199999635
6,DO,F,48.0,Ecological Archives E090-118-D1.,female,25964,1997-06-09,31.939078000000418,-109.07883599999636
1,PB,F,41.0,Ecological Archives E090-118-D1.,female,25965,1997-06-09,31.938851000000383,-109.08282899999641
3,PB,F,28.0,Ecological Archives E090-118-D1.,female,25966,1997-06-09,31.938896000000383,-109.0812079999964
4,OT,F,25.0,Ecological Archives E090-118-D1.,female,25967,1997-06-09,31.93889400000041,-109.0804089999964
6,PB,F,31.0,Ecological Archives E090-118-D1.,female,25968,1997-06-09,31.939078000000418,-109.07883599999636
19,PF,F,9.0,Ecological Archives E090-118-D1.,female,25969,1997-06-09,31.937438000000434,-109.07791199999635
3,OT,F,11.0,Ecological Archives E090-118-D1.,female,25970,1997-06-09,31.938896000000383,-109.0812079999964
6,PM,M,19.0,Ecological Archives E090-118-D1.,male,25971,1997-06-09,31.939078000000418,-109.07883599999636
19,PM,F,23.0,Ecological Archives E090-118-D1.,female,25972,1997-06-09,31.937438000000434,-109.07791199999635
1,DO,M,57.0,Ecological Archives E090-118-D1.,male,25973,1997-06-09,31.938851000000383,-109.08282899999641
2,OT,M,18.0,Ecological Archives E090-118-D1.,male,25974,1997-06-09,31.938887000000367,-109.0819749999964
6,PF,F,7.0,Ecological Archives E090-118-D1.,female,25975,1997-06-09,31.939078000000418,-109.07883599999636
19,PM,F,22.0,Ecological Archives E090-118-D1.,female,25976,1997-06-09,31.937438000000434,-109.07791199999635
1,DO,M,49.0,Ecological Archives E090-118-D1.,male,25977,1997-06-09,31.938851000000383,-109.08282899999641
2,PP,M,22.0,Ecological Archives E090-118-D1.,male,25978,1997-06-09,31.938887000000367,-109.0819749999964
19,PM,M,20.0,Ecological Archives E090-118-D1.,male,25979,1997-06-09,31.937438000000434,-109.07791199999635
5,OT,F,29.0,Ecological Archives E090-118-D1.,female,25980,1997-06-09,31.93897000000045,-109.07960199999637
1,DO,F,49.0,Ecological Archives E090-118-D1.,female,25981,1997-06-09,31.938851000000383,-109.08282899999641
3,DO,M,45.0,Ecological Archives E090-118-D1.,male,25982,1997-06-09,31.938896000000383,-109.0812079999964
4,DM,M,49.0,Ecological Archives E090-118-D1.,male,25983,1997-06-09,31.93889400000041,-109.0804089999964
3,PB,F,36.0,Ecological Archives E090-118-D1.,female,25984,1997-06-09,31.938896000000383,-109.0812079999964
6,DO,M,45.0,Ecological Archives E090-118-D1.,male,25985,1997-06-09,31.939078000000418,-109.07883599999636
3,DO,F,49.0,Ecological Archives E090-118-D1.,female,25986,1997-06-09,31.938896000000383,-109.0812079999964
4,PF,M,9.0,Ecological Archives E090-118-D1.,male,25987,1997-06-09,31.93889400000041,-109.0804089999964
4,DM,M,42.0,Ecological Archives E090-118-D1.,male,25988,1997-06-09,31.93889400000041,-109.0804089999964
4,DM,M,50.0,Ecological Archives E090-118-D1.,male,25989,1997-06-09,31.93889400000041,-109.0804089999964
24,PM,F,17.0,Ecological Archives E090-118-D1.,female,25990,1997-06-09,31.93856000000045,-109.07773599999635
1,OT,M,21.0,Ecological Archives E090-118-D1.,male,25991,1997-06-09,31.938851000000383,-109.08282899999641
2,PP,F,19.0,Ecological Archives E090-118-D1.,female,25992,1997-06-09,31.938887000000367,-109.0819749999964
19,PB,M,33.0,Ecological Archives E090-118-D1.,male,25993,1997-06-09,31.937438000000434,-109.07791199999635
1,OT,M,28.0,Ecological Archives E090-118-D1.,male,25994,1997-06-09,31.938851000000383,-109.08282899999641
2,PP,M,14.0,Ecological Archives E090-118-D1.,male,25995,1997-06-09,31.938887000000367,-109.0819749999964
6,PP,M,15.0,Ecological Archives E090-118-D1.,male,25996,1997-06-09,31.939078000000418,-109.07883599999636
1,PP,F,21.0,Ecological Archives E090-118-D1.,female,25997,1997-06-09,31.938851000000383,-109.08282899999641
4,PM,M,19.0,Ecological Archives E090-118-D1.,male,25998,1997-06-09,31.93889400000041,-109.0804089999964
2,PM,F,29.0,Ecological Archives E090-118-D1.,female,25999,1997-06-09,31.938887000000367,-109.0819749999964
5,PM,M,19.0,Ecological Archives E090-118-D1.,male,26000,1997-06-09,31.93897000000045,-109.07960199999637
6,PB,M,35.0,Ecological Archives E090-118-D1.,male,26001,1997-06-09,31.939078000000418,-109.07883599999636
3,PP,F,9.0,Ecological Archives E090-118-D1.,female,26002,1997-06-09,31.938896000000383,-109.0812079999964
19,PP,M,17.0,Ecological Archives E090-118-D1.,male,26003,1997-06-09,31.937438000000434,-109.07791199999635
3,PB,M,33.0,Ecological Archives E090-118-D1.,male,26004,1997-06-09,31.938896000000383,-109.0812079999964
6,OT,M,19.0,Ecological Archives E090-118-D1.,male,26005,1997-06-09,31.939078000000418,-109.07883599999636
1,PB,M,28.0,Ecological Archives E090-118-D1.,male,26006,1997-06-09,31.938851000000383,-109.08282899999641
3,OT,M,21.0,Ecological Archives E090-118-D1.,male,26007,1997-06-09,31.938896000000383,-109.0812079999964
2,DO,M,48.0,Ecological Archives E090-118-D1.,male,26008,1997-06-09,31.938887000000367,-109.0819749999964
6,OT,M,25.0,Ecological Archives E090-118-D1.,male,26009,1997-06-09,31.939078000000418,-109.07883599999636
6,PB,M,28.0,Ecological Archives E090-118-D1.,male,26010,1997-06-09,31.939078000000418,-109.07883599999636
3,PF,M,9.0,Ecological Archives E090-118-D1.,male,26011,1997-06-09,31.938896000000383,-109.0812079999964
4,DM,F,43.0,Ecological Archives E090-118-D1.,female,26012,1997-06-09,31.93889400000041,-109.0804089999964
2,PB,F,24.0,Ecological Archives E090-118-D1.,female,26013,1997-06-09,31.938887000000367,-109.0819749999964
19,PB,M,29.0,Ecological Archives E090-118-D1.,male,26014,1997-06-09,31.937438000000434,-109.07791199999635
24,AH,,,Ecological Archives E090-118-D1.,,26015,1997-06-09,31.93856000000045,-109.07773599999635
2,OT,F,31.0,Ecological Archives E090-118-D1.,female,26016,1997-06-09,31.938887000000367,-109.0819749999964
4,DM,M,48.0,Ecological Archives E090-118-D1.,male,26017,1997-06-09,31.93889400000041,-109.0804089999964
6,DO,F,29.0,Ecological Archives E090-118-D1.,female,26018,1997-06-09,31.939078000000418,-109.07883599999636
19,RM,M,10.0,Ecological Archives E090-118-D1.,male,26019,1997-06-09,31.937438000000434,-109.07791199999635
1,DO,M,48.0,Ecological Archives E090-118-D1.,male,26020,1997-06-09,31.938851000000383,-109.08282899999641
2,PB,M,42.0,Ecological Archives E090-118-D1.,male,26021,1997-06-09,31.938887000000367,-109.0819749999964
4,PF,F,8.0,Ecological Archives E090-118-D1.,female,26022,1997-06-09,31.93889400000041,-109.0804089999964
2,PE,M,24.0,Ecological Archives E090-118-D1.,male,26023,1997-06-09,31.938887000000367,-109.0819749999964
3,DM,M,46.0,Ecological Archives E090-118-D1.,male,26024,1997-06-09,31.938896000000383,-109.0812079999964
2,PB,M,34.0,Ecological Archives E090-118-D1.,male,26025,1997-06-09,31.938887000000367,-109.0819749999964
19,PF,M,10.0,Ecological Archives E090-118-D1.,male,26026,1997-06-09,31.937438000000434,-109.07791199999635
1,PB,M,37.0,Ecological Archives E090-118-D1.,male,26027,1997-06-09,31.938851000000383,-109.08282899999641
19,PM,F,20.0,Ecological Archives E090-118-D1.,female,26028,1997-06-09,31.937438000000434,-109.07791199999635
2,,M,193.0,Ecological Archives E090-118-D1.,male,26029,1997-06-09,31.938887000000367,-109.0819749999964
4,DM,M,43.0,Ecological Archives E090-118-D1.,male,26030,1997-06-09,31.93889400000041,-109.0804089999964
6,PB,F,28.0,Ecological Archives E090-118-D1.,female,26031,1997-06-09,31.939078000000418,-109.07883599999636
24,,M,117.0,Ecological Archives E090-118-D1.,male,26032,1997-06-09,31.93856000000045,-109.07773599999635
5,OT,M,27.0,Ecological Archives E090-118-D1.,male,26033,1997-06-09,31.93897000000045,-109.07960199999637
1,DO,F,47.0,Ecological Archives E090-118-D1.,female,26034,1997-06-09,31.938851000000383,-109.08282899999641
2,DO,M,47.0,Ecological Archives E090-118-D1.,male,26035,1997-06-09,31.938887000000367,-109.0819749999964
6,PE,M,22.0,Ecological Archives E090-118-D1.,male,26036,1997-06-09,31.939078000000418,-109.07883599999636
12,PM,M,17.0,Ecological Archives E090-118-D1.,male,26037,1997-06-10,31.938203000000424,-109.07851899999636
9,DO,M,47.0,Ecological Archives E090-118-D1.,male,26038,1997-06-10,31.93785900000038,-109.08090299999638
8,OT,F,21.0,Ecological Archives E090-118-D1.,female,26039,1997-06-10,31.93788400000041,-109.08167999999641
12,DO,M,40.0,Ecological Archives E090-118-D1.,male,26040,1997-06-10,31.938203000000424,-109.07851899999636
7,PP,M,10.0,Ecological Archives E090-118-D1.,male,26041,1997-06-10,31.938113000000417,-109.0828159999964
17,PP,F,22.0,Ecological Archives E090-118-D1.,female,26042,1997-06-10,31.93711700000044,-109.07941499999637
7,PB,F,24.0,Ecological Archives E090-118-D1.,female,26043,1997-06-10,31.938113000000417,-109.0828159999964
9,OT,F,16.0,Ecological Archives E090-118-D1.,female,26044,1997-06-10,31.93785900000038,-109.08090299999638
7,RM,F,14.0,Ecological Archives E090-118-D1.,female,26045,1997-06-10,31.938113000000417,-109.0828159999964
12,DO,M,59.0,Ecological Archives E090-118-D1.,male,26046,1997-06-10,31.938203000000424,-109.07851899999636
17,DM,M,42.0,Ecological Archives E090-118-D1.,male,26047,1997-06-10,31.93711700000044,-109.07941499999637
18,OT,M,30.0,Ecological Archives E090-118-D1.,male,26048,1997-06-10,31.937126000000415,-109.07863299999636
12,PM,M,20.0,Ecological Archives E090-118-D1.,male,26049,1997-06-10,31.938203000000424,-109.07851899999636
12,,M,109.0,Ecological Archives E090-118-D1.,male,26050,1997-06-10,31.938203000000424,-109.07851899999636
8,DO,M,52.0,Ecological Archives E090-118-D1.,male,26051,1997-06-10,31.93788400000041,-109.08167999999641
7,PM,F,26.0,Ecological Archives E090-118-D1.,female,26052,1997-06-10,31.938113000000417,-109.0828159999964
18,PP,F,22.0,Ecological Archives E090-118-D1.,female,26053,1997-06-10,31.937126000000415,-109.07863299999636
12,OT,F,17.0,Ecological Archives E090-118-D1.,female,26054,1997-06-10,31.938203000000424,-109.07851899999636
9,DM,F,36.0,Ecological Archives E090-118-D1.,female,26055,1997-06-10,31.93785900000038,-109.08090299999638
8,OT,M,23.0,Ecological Archives E090-118-D1.,male,26056,1997-06-10,31.93788400000041,-109.08167999999641
7,AH,,,Ecological Archives E090-118-D1.,,26057,1997-06-10,31.938113000000417,-109.0828159999964
8,PP,M,14.0,Ecological Archives E090-118-D1.,male,26058,1997-06-10,31.93788400000041,-109.08167999999641
7,PM,F,24.0,Ecological Archives E090-118-D1.,female,26059,1997-06-10,31.938113000000417,-109.0828159999964
12,PP,F,19.0,Ecological Archives E090-118-D1.,female,26060,1997-06-10,31.938203000000424,-109.07851899999636
17,DM,M,50.0,Ecological Archives E090-118-D1.,male,26061,1997-06-10,31.93711700000044,-109.07941499999637
12,DM,F,44.0,Ecological Archives E090-118-D1.,female,26062,1997-06-10,31.938203000000424,-109.07851899999636
17,DM,F,43.0,Ecological Archives E090-118-D1.,female,26063,1997-06-10,31.93711700000044,-109.07941499999637
17,,F,92.0,Ecological Archives E090-118-D1.,female,26064,1997-06-10,31.93711700000044,-109.07941499999637
18,PP,M,18.0,Ecological Archives E090-118-D1.,male,26065,1997-06-10,31.937126000000415,-109.07863299999636
8,PP,F,13.0,Ecological Archives E090-118-D1.,female,26066,1997-06-10,31.93788400000041,-109.08167999999641
10,PM,F,16.0,Ecological Archives E090-118-D1.,female,26067,1997-06-10,31.938017000000432,-109.08009099999637
12,DM,M,45.0,Ecological Archives E090-118-D1.,male,26068,1997-06-10,31.938203000000424,-109.07851899999636
8,OT,M,28.0,Ecological Archives E090-118-D1.,male,26069,1997-06-10,31.93788400000041,-109.08167999999641
12,PP,M,20.0,Ecological Archives E090-118-D1.,male,26070,1997-06-10,31.938203000000424,-109.07851899999636
17,PM,F,22.0,Ecological Archives E090-118-D1.,female,26071,1997-06-10,31.93711700000044,-109.07941499999637
12,,F,186.0,Ecological Archives E090-118-D1.,female,26072,1997-06-10,31.938203000000424,-109.07851899999636
11,DO,M,48.0,Ecological Archives E090-118-D1.,male,26073,1997-06-10,31.938056000000422,-109.07930699999636
17,PP,F,14.0,Ecological Archives E090-118-D1.,female,26074,1997-06-10,31.93711700000044,-109.07941499999637
12,PP,F,19.0,Ecological Archives E090-118-D1.,female,26075,1997-06-10,31.938203000000424,-109.07851899999636
17,PF,M,10.0,Ecological Archives E090-118-D1.,male,26076,1997-06-10,31.93711700000044,-109.07941499999637
11,DM,F,44.0,Ecological Archives E090-118-D1.,female,26077,1997-06-10,31.938056000000422,-109.07930699999636
12,DM,M,42.0,Ecological Archives E090-118-D1.,male,26078,1997-06-10,31.938203000000424,-109.07851899999636
8,PF,F,7.0,Ecological Archives E090-118-D1.,female,26079,1997-06-10,31.93788400000041,-109.08167999999641
17,DM,M,47.0,Ecological Archives E090-118-D1.,male,26080,1997-06-10,31.93711700000044,-109.07941499999637
18,PP,F,18.0,Ecological Archives E090-118-D1.,female,26081,1997-06-10,31.937126000000415,-109.07863299999636
7,PM,F,18.0,Ecological Archives E090-118-D1.,female,26082,1997-06-10,31.938113000000417,-109.0828159999964
12,DM,M,43.0,Ecological Archives E090-118-D1.,male,26083,1997-06-10,31.938203000000424,-109.07851899999636
9,DM,M,49.0,Ecological Archives E090-118-D1.,male,26084,1997-06-10,31.93785900000038,-109.08090299999638
17,OT,M,21.0,Ecological Archives E090-118-D1.,male,26085,1997-06-10,31.93711700000044,-109.07941499999637
18,OT,F,31.0,Ecological Archives E090-118-D1.,female,26086,1997-06-10,31.937126000000415,-109.07863299999636
17,OT,F,17.0,Ecological Archives E090-118-D1.,female,26087,1997-06-10,31.93711700000044,-109.07941499999637
11,PP,M,15.0,Ecological Archives E090-118-D1.,male,26088,1997-06-10,31.938056000000422,-109.07930699999636
8,DO,M,48.0,Ecological Archives E090-118-D1.,male,26089,1997-06-10,31.93788400000041,-109.08167999999641
7,PP,F,,Ecological Archives E090-118-D1.,female,26090,1997-06-10,31.938113000000417,-109.0828159999964
17,DM,M,31.0,Ecological Archives E090-118-D1.,male,26091,1997-06-10,31.93711700000044,-109.07941499999637
18,RM,M,12.0,Ecological Archives E090-118-D1.,male,26092,1997-06-10,31.937126000000415,-109.07863299999636
17,DM,F,38.0,Ecological Archives E090-118-D1.,female,26093,1997-06-10,31.93711700000044,-109.07941499999637
12,OT,M,28.0,Ecological Archives E090-118-D1.,male,26094,1997-06-10,31.938203000000424,-109.07851899999636
9,AH,,,Ecological Archives E090-118-D1.,,26095,1997-06-10,31.93785900000038,-109.08090299999638
8,OT,M,21.0,Ecological Archives E090-118-D1.,male,26096,1997-06-10,31.93788400000041,-109.08167999999641
7,PB,F,30.0,Ecological Archives E090-118-D1.,female,26097,1997-06-10,31.938113000000417,-109.0828159999964
10,PM,F,24.0,Ecological Archives E090-118-D1.,female,26098,1997-06-10,31.938017000000432,-109.08009099999637
9,OT,F,,Ecological Archives E090-118-D1.,female,26099,1997-06-10,31.93785900000038,-109.08090299999638
8,DO,M,26.0,Ecological Archives E090-118-D1.,male,26100,1997-06-10,31.93788400000041,-109.08167999999641
8,PP,M,12.0,Ecological Archives E090-118-D1.,male,26101,1997-06-10,31.93788400000041,-109.08167999999641
12,OT,M,28.0,Ecological Archives E090-118-D1.,male,26102,1997-06-10,31.938203000000424,-109.07851899999636
9,DM,F,,Ecological Archives E090-118-D1.,female,26103,1997-06-10,31.93785900000038,-109.08090299999638
8,DO,M,52.0,Ecological Archives E090-118-D1.,male,26104,1997-06-10,31.93788400000041,-109.08167999999641
9,PM,F,20.0,Ecological Archives E090-118-D1.,female,26105,1997-06-10,31.93785900000038,-109.08090299999638
8,PP,F,19.0,Ecological Archives E090-118-D1.,female,26106,1997-06-10,31.93788400000041,-109.08167999999641
17,AH,,,Ecological Archives E090-118-D1.,,26107,1997-06-10,31.93711700000044,-109.07941499999637
8,DM,M,44.0,Ecological Archives E090-118-D1.,male,26108,1997-06-10,31.93788400000041,-109.08167999999641
17,DM,M,36.0,Ecological Archives E090-118-D1.,male,26109,1997-06-10,31.93711700000044,-109.07941499999637
17,PP,M,10.0,Ecological Archives E090-118-D1.,male,26110,1997-06-10,31.93711700000044,-109.07941499999637
7,PP,M,10.0,Ecological Archives E090-118-D1.,male,26111,1997-06-10,31.938113000000417,-109.0828159999964
17,DM,M,44.0,Ecological Archives E090-118-D1.,male,26112,1997-06-10,31.93711700000044,-109.07941499999637
18,PM,F,27.0,Ecological Archives E090-118-D1.,female,26113,1997-06-10,31.937126000000415,-109.07863299999636
12,DM,F,43.0,Ecological Archives E090-118-D1.,female,26114,1997-06-10,31.938203000000424,-109.07851899999636
11,PP,M,22.0,Ecological Archives E090-118-D1.,male,26115,1997-06-10,31.938056000000422,-109.07930699999636
9,PF,M,8.0,Ecological Archives E090-118-D1.,male,26116,1997-06-10,31.93785900000038,-109.08090299999638
8,OT,F,33.0,Ecological Archives E090-118-D1.,female,26117,1997-06-10,31.93788400000041,-109.08167999999641
17,PP,F,22.0,Ecological Archives E090-118-D1.,female,26118,1997-06-10,31.93711700000044,-109.07941499999637
9,OT,F,38.0,Ecological Archives E090-118-D1.,female,26119,1997-06-10,31.93785900000038,-109.08090299999638
7,PP,F,11.0,Ecological Archives E090-118-D1.,female,26120,1997-06-10,31.938113000000417,-109.0828159999964
12,DM,M,48.0,Ecological Archives E090-118-D1.,male,26121,1997-06-10,31.938203000000424,-109.07851899999636
17,DM,M,49.0,Ecological Archives E090-118-D1.,male,26122,1997-06-10,31.93711700000044,-109.07941499999637
9,AH,,,Ecological Archives E090-118-D1.,,26123,1997-06-10,31.93785900000038,-109.08090299999638
17,PM,M,21.0,Ecological Archives E090-118-D1.,male,26124,1997-06-10,31.93711700000044,-109.07941499999637
18,PM,M,29.0,Ecological Archives E090-118-D1.,male,26125,1997-06-10,31.937126000000415,-109.07863299999636
12,DM,F,49.0,Ecological Archives E090-118-D1.,female,26126,1997-06-10,31.938203000000424,-109.07851899999636
12,DM,F,27.0,Ecological Archives E090-118-D1.,female,26127,1997-06-10,31.938203000000424,-109.07851899999636
11,DM,M,49.0,Ecological Archives E090-118-D1.,male,26128,1997-06-10,31.938056000000422,-109.07930699999636
9,AH,,,Ecological Archives E090-118-D1.,,26129,1997-06-10,31.93785900000038,-109.08090299999638
8,DM,F,44.0,Ecological Archives E090-118-D1.,female,26130,1997-06-10,31.93788400000041,-109.08167999999641
7,PM,M,19.0,Ecological Archives E090-118-D1.,male,26131,1997-06-10,31.938113000000417,-109.0828159999964
17,DO,F,42.0,Ecological Archives E090-118-D1.,female,26132,1997-06-10,31.93711700000044,-109.07941499999637
11,DM,F,42.0,Ecological Archives E090-118-D1.,female,26133,1997-06-10,31.938056000000422,-109.07930699999636
9,OT,M,31.0,Ecological Archives E090-118-D1.,male,26134,1997-06-10,31.93785900000038,-109.08090299999638
8,PM,M,17.0,Ecological Archives E090-118-D1.,male,26135,1997-06-10,31.93788400000041,-109.08167999999641
7,RM,M,12.0,Ecological Archives E090-118-D1.,male,26136,1997-06-10,31.938113000000417,-109.0828159999964
17,AH,,,Ecological Archives E090-118-D1.,,26137,1997-06-10,31.93711700000044,-109.07941499999637
9,DM,F,45.0,Ecological Archives E090-118-D1.,female,26138,1997-06-10,31.93785900000038,-109.08090299999638
8,DO,F,44.0,Ecological Archives E090-118-D1.,female,26139,1997-06-10,31.93788400000041,-109.08167999999641
13,PP,M,21.0,Ecological Archives E090-118-D1.,male,26140,1997-06-11,31.937028000000442,-109.0826129999964
21,PF,M,9.0,Ecological Archives E090-118-D1.,male,26141,1997-06-11,31.93644800000045,-109.07939799999636
13,PP,M,17.0,Ecological Archives E090-118-D1.,male,26142,1997-06-11,31.937028000000442,-109.0826129999964
14,DM,F,44.0,Ecological Archives E090-118-D1.,female,26143,1997-06-11,31.937054000000455,-109.0818269999964
13,PP,F,17.0,Ecological Archives E090-118-D1.,female,26144,1997-06-11,31.937028000000442,-109.0826129999964
22,DM,M,34.0,Ecological Archives E090-118-D1.,male,26145,1997-06-11,31.93644100000043,-109.07860199999637
16,PE,M,19.0,Ecological Archives E090-118-D1.,male,26146,1997-06-11,31.937094000000414,-109.08024399999637
13,PM,M,18.0,Ecological Archives E090-118-D1.,male,26147,1997-06-11,31.937028000000442,-109.0826129999964
23,PP,M,20.0,Ecological Archives E090-118-D1.,male,26148,1997-06-11,31.93676300000041,-109.07783799999636
13,PP,F,18.0,Ecological Archives E090-118-D1.,female,26149,1997-06-11,31.937028000000442,-109.0826129999964
16,PP,M,21.0,Ecological Archives E090-118-D1.,male,26150,1997-06-11,31.937094000000414,-109.08024399999637
13,PM,M,15.0,Ecological Archives E090-118-D1.,male,26151,1997-06-11,31.937028000000442,-109.0826129999964
20,PE,M,18.0,Ecological Archives E090-118-D1.,male,26152,1997-06-11,31.936334000000446,-109.08019099999639
16,PM,F,25.0,Ecological Archives E090-118-D1.,female,26153,1997-06-11,31.937094000000414,-109.08024399999637
20,PP,F,19.0,Ecological Archives E090-118-D1.,female,26154,1997-06-11,31.936334000000446,-109.08019099999639
23,RM,M,13.0,Ecological Archives E090-118-D1.,male,26155,1997-06-11,31.93676300000041,-109.07783799999636
14,CB,,,Ecological Archives E090-118-D1.,,26156,1997-06-11,31.937054000000455,-109.0818269999964
21,OT,M,20.0,Ecological Archives E090-118-D1.,male,26157,1997-06-11,31.93644800000045,-109.07939799999636
14,OT,F,34.0,Ecological Archives E090-118-D1.,female,26158,1997-06-11,31.937054000000455,-109.0818269999964
20,PP,M,21.0,Ecological Archives E090-118-D1.,male,26159,1997-06-11,31.936334000000446,-109.08019099999639
21,PP,F,20.0,Ecological Archives E090-118-D1.,female,26160,1997-06-11,31.93644800000045,-109.07939799999636
13,RM,M,10.0,Ecological Archives E090-118-D1.,male,26161,1997-06-11,31.937028000000442,-109.0826129999964
15,PF,F,9.0,Ecological Archives E090-118-D1.,female,26162,1997-06-11,31.937059000000463,-109.08103599999639
21,PM,M,21.0,Ecological Archives E090-118-D1.,male,26163,1997-06-11,31.93644800000045,-109.07939799999636
22,PB,F,27.0,Ecological Archives E090-118-D1.,female,26164,1997-06-11,31.93644100000043,-109.07860199999637
13,PF,M,10.0,Ecological Archives E090-118-D1.,male,26165,1997-06-11,31.937028000000442,-109.0826129999964
14,DM,M,39.0,Ecological Archives E090-118-D1.,male,26166,1997-06-11,31.937054000000455,-109.0818269999964
15,PP,M,14.0,Ecological Archives E090-118-D1.,male,26167,1997-06-11,31.937059000000463,-109.08103599999639
22,DM,M,49.0,Ecological Archives E090-118-D1.,male,26168,1997-06-11,31.93644100000043,-109.07860199999637
16,PM,F,15.0,Ecological Archives E090-118-D1.,female,26169,1997-06-11,31.937094000000414,-109.08024399999637
21,PB,M,21.0,Ecological Archives E090-118-D1.,male,26170,1997-06-11,31.93644800000045,-109.07939799999636
16,PM,F,16.0,Ecological Archives E090-118-D1.,female,26171,1997-06-11,31.937094000000414,-109.08024399999637
21,PP,F,20.0,Ecological Archives E090-118-D1.,female,26172,1997-06-11,31.93644800000045,-109.07939799999636
22,DM,M,47.0,Ecological Archives E090-118-D1.,male,26173,1997-06-11,31.93644100000043,-109.07860199999637
14,DM,M,53.0,Ecological Archives E090-118-D1.,male,26174,1997-06-11,31.937054000000455,-109.0818269999964
20,PM,F,30.0,Ecological Archives E090-118-D1.,female,26175,1997-06-11,31.936334000000446,-109.08019099999639
13,PB,F,19.0,Ecological Archives E090-118-D1.,female,26176,1997-06-11,31.937028000000442,-109.0826129999964
21,PB,M,30.0,Ecological Archives E090-118-D1.,male,26177,1997-06-11,31.93644800000045,-109.07939799999636
22,DM,F,41.0,Ecological Archives E090-118-D1.,female,26178,1997-06-11,31.93644100000043,-109.07860199999637
13,PP,F,19.0,Ecological Archives E090-118-D1.,female,26179,1997-06-11,31.937028000000442,-109.0826129999964
21,PP,M,9.0,Ecological Archives E090-118-D1.,male,26180,1997-06-11,31.93644800000045,-109.07939799999636
21,PM,,,Ecological Archives E090-118-D1.,,26181,1997-06-11,31.93644800000045,-109.07939799999636
15,PP,F,12.0,Ecological Archives E090-118-D1.,female,26182,1997-06-11,31.937059000000463,-109.08103599999639
22,DM,M,47.0,Ecological Archives E090-118-D1.,male,26183,1997-06-11,31.93644100000043,-109.07860199999637
15,AH,,,Ecological Archives E090-118-D1.,,26184,1997-06-11,31.937059000000463,-109.08103599999639
16,PM,M,18.0,Ecological Archives E090-118-D1.,male,26185,1997-06-11,31.937094000000414,-109.08024399999637
14,DM,M,40.0,Ecological Archives E090-118-D1.,male,26186,1997-06-11,31.937054000000455,-109.0818269999964
13,PM,F,30.0,Ecological Archives E090-118-D1.,female,26187,1997-06-11,31.937028000000442,-109.0826129999964
13,PB,F,30.0,Ecological Archives E090-118-D1.,female,26188,1997-06-11,31.937028000000442,-109.0826129999964
20,PE,F,20.0,Ecological Archives E090-118-D1.,female,26189,1997-06-11,31.936334000000446,-109.08019099999639
21,PB,F,22.0,Ecological Archives E090-118-D1.,female,26190,1997-06-11,31.93644800000045,-109.07939799999636
13,PM,M,19.0,Ecological Archives E090-118-D1.,male,26191,1997-06-11,31.937028000000442,-109.0826129999964
14,DM,F,41.0,Ecological Archives E090-118-D1.,female,26192,1997-06-11,31.937054000000455,-109.0818269999964
